health_beauty,8836,1263138.54,4.14
watches_gifts,5624,1206075.33,4.02
bed_bath_table,9417,1050936.61,3.9
sports_leisure,7720,993656.51,4.11
computers_accessories,6689,919640.54,3.93
furniture_decor,6449,736282.47,3.9
cool_stuff,3632,637258.51,4.15
housewares,5884,634542.6,4.06
auto,3897,594363.1,4.07
garden_tools,3518,486432.45,4.04
